SOME OF THESE MODELS MAY NOT WORK!



Model,DataSize,Tris,Verts,DataSize (LOD0),Tris (LOD0),Verts (LOD0),Parts,Bones,LODs,Meshes
mdl/rocks/victory_platform.rmdl,392376,14102,12647,392376,14102,12647,1,1,1,4
mdl/robots/drone_frag/drone_frag_loot.rmdl,945960,28986,27573,443396,15118,12596,1,37,4,1
mdl/industrial/tripod_cone_v2_high_on.rmdl,46636,1476,1889,21128,708,844,1,1,3,1
mdl/Robots/mobile_hardpoint/mobile_hardpoint_static.rmdl,1170564,42854,45672,614152,23742,23585,1,1,5,2
mdl/door/canyonlands_door_single_02.rmdl,157390,5915,6095,78386,3121,2983,1,1,5,3
mdl/props/proxy_r5/pvp_currency_container.rmdl,8792,332,340,8792,332,340,1,1,1,2
mdl/IMC_base/imc_fan_large_01_animated.rmdl,4960,178,139,4960,178,139,1,2,1,1
mdl/door/door_256x256x8_elevatorstyle02_animated.rmdl,672194,17201,20321,290412,7606,8742,1,3,4,2
mdl/door/door_canyonlands_large_01_animated.rmdl,159398,4395,4751,87518,2733,2540,1,3,4,2
mdl/barriers/shooting_range_target_01.rmdl,65280,2140,2622,38632,1272,1550,1,1,3,2
mdl/containers/loot_bin_01_static.rmdl,769362,29967,29478,343536,13776,13044,1,1,4,2
mdl/beacon/beacon_construction_flag_animated.rmdl,3824,136,94,3824,136,94,1,33,1,1
mdl/props/zipline_balloon/zipline_balloon.rmdl,86706,2631,2955,48138,1599,1606,1,1,3,4
mdl/props/zipline_balloon/zipline_balloon_base.rmdl,626580,19218,21303,336024,11016,11247,1,1,5,5
mdl/beacon/beacon_construction_flag_large_animated.rmdl,3824,136,94,3824,136,94,1,33,1,1
mdl/vehicles_r2/spacecraft/draconis/draconis_landed_hero.rmdl,6137300,151514,186722,4353978,106639,132648,1,1,4,12
mdl/door/door_104x64x8_generic_left_animated.rmdl,0,0,0,0,0,0,1,3,0,0
mdl/vehicle/hovership/hovership_platform_mp.rmdl,6997478,140561,192316,3583734,76377,97671,1,19,5,19
mdl/props/pathfinder_beacon_radar/pathfinder_beacon_radar_animated.rmdl,463644,12510,13878,234540,6750,6930,1,18,4,1
mdl/mendoko/mendoko_monitor_03.rmdl,11488,328,476,11488,328,476,1,1,1,1
mdl/canyonlands/Crypto_monitor_ui.rmdl,18528,698,717,18528,698,717,1,1,1,3
mdl/props/grunt_ear/prop_grunt_ear_animated.rmdl,0,0,0,0,0,0,1,2,0,0
mdl/Weapons/p2011/p2011_static.rmdl,108204,3464,4371,45124,1474,1814,1,1,5,1
mdl/weapons_r2/longbow_dmr/longbow_dmr.rmdl,174340,4890,7250,98692,2932,4055,1,1,4,1
mdl/props/ultimate_accelerant_usb/ultimate_accelerant_usb_static.rmdl,50924,1854,1990,19052,762,724,1,1,4,1
mdl/creatures/bird/bird.rmdl,0,0,0,0,0,0,1,102,0,0
mdl/industrial/screwdriver_octane.rmdl,4528,208,164,4528,208,164,1,1,1,1
mdl/Weapons/drumstick/w_baton_lifeline.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/props/lifeline_needle/lifeline_needle.rmdl,0,0,0,0,0,0,1,2,0,0
mdl/props/caustic_flask/caustic_flask.rmdl,11172,552,393,11172,552,393,1,1,1,1
mdl/props/caustic_mug/caustic_mug.rmdl,8748,408,315,8748,408,315,1,1,1,1
mdl/props/skull/skull_gladcard.rmdl,145472,8772,4642,145472,8772,4642,1,1,1,1
mdl/Weapons/p2011/p2011_handgun_ab_01.rmdl,119132,3756,4825,119132,3756,4825,1,1,1,3
mdl/Weapons/p2011_auto/p2011_auto_static.rmdl,93968,2528,3940,31748,868,1327,1,1,5,1
mdl/Weapons/octane_epipen/w_octane_epipen.rmdl,0,0,0,0,0,0,1,5,0,0
mdl/Weapons/peacekeeper/w_peacekeeper_caustic.rmdl,0,0,0,0,0,0,16,17,0,0
mdl/weapons/bolo_sword/w_bolo_sword.rmdl,0,0,0,0,0,0,1,3,0,0
mdl/Weapons/grenades/octane_frag_grenade.rmdl,0,0,0,0,0,0,1,24,0,0
mdl/weapons/maori_club/maori_club_glad_card.rmdl,132500,6030,4816,50940,2500,1797,1,1,4,1
mdl/Weapons/maori_club/w_maori_club.rmdl,0,0,0,0,0,0,1,1,0,0
mdl/weapons_r5/r301/r301.rmdl,229114,6169,9605,138412,4192,5663,1,1,4,2
mdl/Weapons/drumstick/w_drumstick.rmdl,0,0,0,0,0,0,1,2,0,0
mdl/props/wattson_electric_fence/wattson_electric_fence_fx.rmdl,0,0,0,0,0,0,1,11,0,0
mdl/props/wattson_trophy_system/wattson_trophy_system_gladcard.rmdl,0,0,0,0,0,0,1,28,0,0
mdl/props/octane_wrench/octane_wrench_menu_static.rmdl,23216,1256,784,23216,1256,784,1,1,1,1
mdl/props/death_box/death_box_01_gladcard.rmdl,61588,2188,2423,61588,2188,2423,1,1,1,1
mdl/props/ultimate_accelerant/ultimate_accelerant.rmdl,0,0,0,0,0,0,1,3,0,0
mdl/props/wattson_rock/wattson_rock.rmdl,0,0,0,0,0,0,1,3,0,0
mdl/Weapons/at_rifle/w_at_rifle_bloodhound.rmdl,0,0,0,0,0,0,19,17,0,0
mdl/weapons/wingman_elite/w_wingman_elite.rmdl,0,0,0,0,0,0,7,14,0,0
mdl/Weapons/crypto_puzzle_remote/ptpov_crypto_puzzle_remote_gladcards.rmdl,0,0,0,0,0,0,1,8,0,0
mdl/Weapons/crypto_puzzle_remote/ptpov_crypto_puzzle_remote_menu.rmdl,0,0,0,0,0,0,1,16,0,0
mdl/props/flask/prop_flask.rmdl,22708,918,860,22708,918,860,1,1,1,1
mdl/weapons/data_knife/data_knife.rmdl,0,0,0,0,0,0,1,2,0,0
mdl/Weapons/kunai/w_kunai_wraith.rmdl,0,0,0,0,0,0,1,3,0,0
mdl/props/shield_battery/shield_battery.rmdl,0,0,0,0,0,0,1,4,0,0
mdl/props/health_packs/health_pack_small.rmdl,0,0,0,0,0,0,1,2,0,0
mdl/props/health_packs/health_pack_large.rmdl,0,0,0,0,0,0,1,2,0,0
mdl/props/drumstick/drumstick.rmdl,0,0,0,0,0,0,1,3,0,0
mdl/Weapons/g2/v_g2a4_bangalore.rmdl,0,0,0,0,0,0,18,21,0,0
mdl/Weapons/bloodhound_axe/ptpov_bloodhound_axe.rmdl,0,0,0,0,0,0,1,93,0,0
mdl/humans/class/medium/pilot_medium_generic.rmdl,0,0,0,0,0,0,2,71,0,0
mdl/props/tablet/tablet_mini.rmdl,54384,2024,2112,22424,914,847,1,1,4,2
mdl/props/tree_green_forest_01_kingscanyon/tree_green_forest_01_kingscanyon.rmdl,0,0,0,0,0,0,1,15,0,0
mdl/Weapons/grenades/ptpov_frag_grenade_menu.rmdl,0,0,0,0,0,0,1,24,0,0
mdl/props/wattson_trophy_system/wattson_trophy_system_emote.rmdl,0,0,0,0,0,0,1,24,0,0
mdl/weapons/burn_card/w_burn_card.rmdl,0,0,0,0,0,0,1,4,0,0
mdl/props/kunai/kunai.rmdl,0,0,0,0,0,0,1,3,0,0
mdl/Weapons/drumstick/ptpov_baton_lifeline_gladcard.rmdl,0,0,0,0,0,0,1,142,0,0
mdl/weapons/shellejects/shelleject_assault_rifle.rmdl,8980,380,335,4896,216,180,1,1,4,1
mdl/weapons/shellejects/shelleject_pistol.rmdl,7088,268,274,4088,168,154,1,1,4,1
mdl/weapons/bullets/projectile_40mm.rmdl,2140,100,77,2140,100,77,1,1,1,1
mdl/weapons/bullets/projectile_shotgun.rmdl,5652,272,201,2252,112,79,1,1,3,1
mdl/weapons/caber_shot/caber_shot_thrown.rmdl,0,0,0,0,0,0,1,4,0,0
mdl/weapons/shellejects/shelleject_large_rifle.rmdl,12104,524,448,6448,288,236,1,1,4,1
mdl/fx/peacekeeper_legendary_frost.rmdl,93456,4328,2812,93456,4328,2812,1,1,1,1
mdl/weapons/shellejects/shelleject_shotshell.rmdl,7088,268,274,4088,168,154,1,1,4,1
mdl/weapons/bullets/bullet_rifle.rmdl,6300,280,231,4600,220,164,1,1,2,1
mdl/fx/energy_proj_round.rmdl,7104,288,168,7104,288,168,1,1,1,1
mdl/weapons/bullets/projectile_rocket.rmdl,0,0,0,0,0,0,1,1,0,0
mdl/fx/fx_gadget_screen_bh.rmdl,3360,136,106,3360,136,106,1,1,1,1
mdl/fx/pilot_shield_wall.rmdl,25920,480,960,25920,480,960,1,1,1,1
mdl/fx/pilot_shield_wall_01.rmdl,34272,784,1232,34272,784,1232,1,1,1,2
mdl/fx/pilot_shield_wall_02.rmdl,41088,960,1472,41088,960,1472,1,1,1,2
mdl/fx/pilot_shield_wall_03.rmdl,79872,1856,2864,79872,1856,2864,1,1,1,2
mdl/fx/xo_emp_field_inner.rmdl,35920,1080,920,35920,1080,920,1,1,1,2
mdl/fx/wraith_holo_fx_01.rmdl,466036,26326,15404,466036,26326,15404,1,1,1,2
mdl/fx/xo_emp_field_inner_only.rmdl,12400,360,320,12400,360,320,1,1,1,1
mdl/fx/bb_shield_p1.rmdl,16968,864,491,16968,864,491,1,1,1,1
mdl/fx/bb_shield_p2.rmdl,13200,640,390,13200,640,390,1,1,1,1
mdl/fx/bb_shield_p3.rmdl,17856,896,520,17856,896,520,1,1,1,1
mdl/fx/bb_shield_p4.rmdl,10872,512,325,10872,512,325,1,1,1,1
mdl/fx/bb_shield_p5.rmdl,10872,512,325,10872,512,325,1,1,1,1
mdl/fx/ar_artillerypulse_scan.rmdl,876,18,24,876,18,24,1,1,1,1
mdl/fx/ar_artillerypulse.rmdl,9968,360,244,9968,360,244,1,1,1,1
mdl/fx/sonar_pulse_cone.rmdl,10920,560,315,10920,560,315,1,1,1,1
mdl/weapons_r5/misc_crypto_drone/crypto_drone_exhaust_t.rmdl,6024,224,234,6024,224,234,1,1,1,1
mdl/weapons_r5/misc_crypto_drone/crypto_drone_exhaust_b.rmdl,6604,274,248,6604,274,248,1,1,1,1
mdl/weapons_r5/misc_crypto_drone/crypto_drone_exhaust_r.rmdl,6048,238,231,6048,238,231,1,1,1,1
mdl/weapons_r5/misc_crypto_drone/crypto_drone_exhaust_l.rmdl,6048,238,231,6048,238,231,1,1,1,1
mdl/fx/crypto_drone_shield.rmdl,4224,200,126,4224,200,126,1,1,1,1
mdl/fx/ar_holoplane.rmdl,140,2,4,140,2,4,1,1,1,1
mdl/fx/emp_flare_ring.rmdl,17424,696,552,17424,696,552,1,1,1,1
mdl/props/crypto_drone/crypto_drone_destoyed_01.rmdl,11252,502,412,11252,502,412,1,1,1,2
mdl/props/crypto_drone/crypto_drone_destoyed_02.rmdl,65876,2696,2485,65876,2696,2485,1,1,1,1
mdl/props/crypto_drone/crypto_drone_destoyed_03.rmdl,35944,1564,1328,35944,1564,1328,1,1,1,3
mdl/props/crypto_drone/crypto_drone_destoyed_04.rmdl,17076,736,633,17076,736,633,1,1,1,1
mdl/fx/crypto_visor.rmdl,139908,3446,3726,81108,1870,2184,1,1,3,4
mdl/weapons_r5/misc_crypto_drone/crypto_drone_holo.rmdl,71604,2894,2712,71604,2894,2712,1,1,1,1
mdl/fx/crypto_visor_boot_swipe.rmdl,888,36,28,888,36,28,1,1,1,1
mdl/fx/crypto_visor_boot_tri.rmdl,40320,576,1152,40320,576,1152,1,1,1,1
mdl/weapons_r5/misc_crypto_drone/crypto_logo_holo.rmdl,12140,430,478,12140,430,478,1,1,1,1
mdl/fx/crypto_visor_terrain.rmdl,6036,316,207,6036,316,207,1,1,1,1
mdl/fx/crypto_visor_ui_rotate.rmdl,6364,264,239,6364,264,239,1,1,1,1
mdl/fx/crypto_boot_holo.rmdl,92,2,4,92,2,4,1,1,1,1
mdl/fx/trophy_system_imp.rmdl,11328,544,336,11328,544,336,1,1,1,1
mdl/fx/ar_radiusmarker.rmdl,37848,1540,894,37848,1540,894,1,1,1,1
mdl/fx/ar_crypto_emp_radius.rmdl,28764,1210,672,28764,1210,672,1,1,1,1
mdl/fx/phase_gate_edge.rmdl,3016,76,80,3016,76,80,1,1,1,1
mdl/fx/phase_gate_edge_rnd.rmdl,3016,76,80,3016,76,80,1,1,1,1
mdl/fx/phase_tunnel_geo.rmdl,12552,640,363,12552,640,363,1,1,1,1
mdl/fx/ar_holopulse.rmdl,37848,1540,894,37848,1540,894,1,1,1,1
mdl/fx/watt_fence_post.rmdl,1208,48,46,1208,48,46,1,1,1,1
mdl/fx/watt_fence_base.rmdl,7738,263,308,7738,263,308,1,1,1,1
mdl/fx/trophy_system_spin.rmdl,24228,750,822,24228,750,822,1,1,1,1
mdl/fx/vortex_shield_sm.rmdl,5856,224,141,5856,224,141,1,1,1,1
mdl/fx/watt_trophy_des_body.rmdl,7852,262,314,7852,262,314,1,1,1,1
mdl/fx/watt_trophy_des_base.rmdl,162296,6266,6235,162296,6266,6235,1,1,1,1
mdl/fx/watt_trophy_des_panel_1.rmdl,760,20,32,760,20,32,1,1,1,1
mdl/fx/watt_trophy_des_panel_2.rmdl,1032,32,42,1032,32,42,1,1,1,1
mdl/fx/watt_trophy_des_coil.rmdl,7914,299,306,7914,299,306,1,1,1,1
mdl/fx/watt_coil_on_spin.rmdl,5100,234,154,5100,234,154,1,1,1,1
mdl/fx/watt_coil_on_menu.rmdl,5712,280,168,5712,280,168,1,1,1,1
mdl/fx/ar_edge_sphere_512.rmdl,125848,5460,2909,125848,5460,2909,1,1,1,1
mdl/humans/grunts/imc_grunt_lmg_helmet.rmdl,51796,2626,1802,51796,2626,1802,1,1,1,2
mdl/humans/imc_pilot/male_br/imc_pilot_male_br_helmet_dam1a.rmdl,8914,349,341,8914,349,341,1,1,1,1
mdl/humans/imc_pilot/male_br/imc_pilot_male_br_helmet_dam1b.rmdl,19820,770,760,19820,770,760,1,1,1,1
mdl/humans/imc_pilot/male_br/imc_pilot_male_br_helmet_dam1c.rmdl,18536,726,709,18536,726,709,1,1,1,1
mdl/humans/imc_pilot/male_br/imc_pilot_male_br_helmet_dam1d.rmdl,9170,375,346,9170,375,346,1,1,1,1
mdl/metal_scraps/scrap_metal04.rmdl,1512,52,60,1512,52,60,1,1,1,1
mdl/humans/pilots/pilot_light_ged_m_head_gib.rmdl,0,0,0,0,0,0,1,1,0,0
mdl/gibs/titan_gibs/at_gib8_l_thigh2.rmdl,896,36,34,896,36,34,1,1,1,1
mdl/vehicle/goblin_dropship/goblin_dropship_debris_01.rmdl,848,28,34,848,28,34,1,1,1,1
mdl/gibs/titan_gibs/og_gib_r_forarm_d.rmdl,3592,142,137,3592,142,137,1,1,1,1
mdl/weapons/shellejects/shelleject_20mm.rmdl,14460,600,543,7984,324,302,1,1,4,1
mdl/robotics_r2/turret_plasma/plasma_turret_pc_1.rmdl,63380,2980,2275,63380,2980,2275,1,1,1,1
mdl/robotics_r2/turret_plasma/plasma_turret_pc_2.rmdl,15536,726,559,15536,726,559,1,1,1,1
mdl/robotics_r2/turret_plasma/plasma_turret_pc_3.rmdl,51336,2416,1842,51336,2416,1842,1,1,1,1
mdl/fx/ar_impact_pilot.rmdl,22488,980,519,22488,980,519,1,1,1,1
mdl/fx/sonar_pulse_wave.rmdl,33296,1400,778,33296,1400,778,1,1,1,1
mdl/fx/ar_sonar_pulse_ground.rmdl,1548,30,57,1548,30,57,1,1,1,1
mdl/fx/fx_mirage_holo_emitter.rmdl,1980,70,65,1980,70,65,1,1,1,1
mdl/fx/wat_rock_pc_1_glow.rmdl,28280,404,808,28280,404,808,1,1,1,1
mdl/fx/wat_rock_light_pc_1.rmdl,2448,108,90,2448,108,90,1,1,1,1
mdl/fx/crypto_button_01.rmdl,1584,40,42,1584,40,42,1,1,1,1
mdl/fx/crypto_button_02.rmdl,1584,40,42,1584,40,42,1,1,1,1
mdl/fx/crypto_button_03.rmdl,1584,40,42,1584,40,42,1,1,1,1
mdl/weapons_r5/misc_crypto_drone/crypto_puzzle_led.rmdl,17660,362,484,17660,362,484,1,1,1,3
mdl/fx/energy_ar_ship_glow_01.rmdl,56652,1894,1887,56652,1894,1887,1,1,1,1
mdl/fx/energy_ar_ship_glow_02.rmdl,12150,477,387,12150,477,387,1,1,1,1
mdl/fx/energy_ar_ship_glow_01_3p.rmdl,17982,697,575,17982,697,575,1,1,1,1
mdl/door/canyonlands_door_vfx_bl.rmdl,10988,418,424,10988,418,424,1,1,1,1
mdl/door/canyonlands_door_vfx_br.rmdl,7772,322,292,7772,322,292,1,1,1,1
mdl/door/canyonlands_door_vfx_c.rmdl,38840,1480,1498,38840,1480,1498,1,1,1,1
mdl/door/canyonlands_door_vfx_uc.rmdl,12020,490,454,12020,490,454,1,1,1,1
mdl/door/canyonlands_door_vfx_ul.rmdl,4034,149,157,4034,149,157,1,1,1,1
mdl/door/canyonlands_door_vfx_ur.rmdl,3318,123,129,3318,123,129,1,1,1,1
mdl/s2s/s2s_bridge_glass_shard.rmdl,984,20,36,984,20,36,1,1,1,2
mdl/door/canyonlands_door_vfx_l.rmdl,9524,324,379,9524,324,379,1,1,1,1
mdl/vehicle/goblin_dropship/goblin_dropship_holo.rmdl,78218,1923,3334,78218,1923,3334,1,1,1,1
mdl/fx/ar_survival_cylinder.rmdl,50640,2400,1510,50640,2400,1510,1,1,1,2
mdl/fx/ar_marker_arrow_down.rmdl,4464,200,136,4464,200,136,1,1,1,1
mdl/fx/ar_hazard_ring_1.rmdl,22608,840,549,22608,840,549,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_ll_holo7.rmdl,3548,58,100,3548,58,100,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_ll_holo6.rmdl,5774,141,154,5774,141,154,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_ll_holo5.rmdl,6772,126,188,6772,126,188,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_ll_holo4.rmdl,15424,288,428,15424,288,428,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_ll_holo3.rmdl,7754,135,217,7754,135,217,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_ll_holo2.rmdl,5974,105,167,5974,105,167,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_ll_holo1.rmdl,4836,70,138,4836,70,138,1,1,1,1
mdl/weapons_r5/weapon_tesla_trap/mp_weapon_tesla_trap_ar_link_radius.rmdl,6720,96,192,6720,96,192,1,1,1,1
mdl/vehicle/droppod_loot/droppod_loot_afterburners.rmdl,4356,126,150,4356,126,150,1,1,1,1
mdl/fx/loot_drone_exhaust.rmdl,2820,100,111,2820,100,111,1,1,1,1
mdl/weapons_r5/loot/loot_drone_destruction_wing.rmdl,5376,176,216,5376,176,216,1,1,1,1
mdl/weapons_r5/loot/loot_drone_destruction_tail.rmdl,9704,404,364,9704,404,364,1,1,1,1
mdl/weapons_r5/loot/loot_drone_destruction_body.rmdl,13176,566,489,13176,566,489,1,1,1,1
mdl/fx/ar_marker_ringwobble.rmdl,30720,1024,1024,30720,1024,1024,1,1,1,1
mdl/fx/xo_shield_wall_01.rmdl,33600,720,1098,33600,720,1098,1,1,1,3
mdl/fx/xo_shield_wall_02.rmdl,46864,984,1536,46864,984,1536,1,1,1,3
mdl/fx/xo_shield_wall_03.rmdl,25872,552,846,25872,552,846,1,1,1,3
mdl/fx/turret_shield_wall_01.rmdl,72860,1542,2385,72860,1542,2385,1,1,1,3
mdl/fx/turret_shield_wall_02.rmdl,120012,2490,3940,120012,2490,3940,1,1,1,3
mdl/fx/turret_shield_wall_03.rmdl,102668,2178,3360,102668,2178,3360,1,1,1,3
mdl/robots/drone_air_attack/drone_attack_pc_4.rmdl,68300,2620,2629,68300,2620,2629,1,1,1,1
mdl/robots/drone_air_attack/drone_attack_pc_3.rmdl,110720,4330,4237,110720,4330,4237,1,1,1,1
mdl/fx/ar_survival_radius_1x1.rmdl,48376,2052,1442,48376,2052,1442,1,1,1,3
mdl/fx/ar_survival_radius_1x5.rmdl,48376,2052,1442,48376,2052,1442,1,1,1,3
mdl/fx/ar_survival_radius_1x100.rmdl,48376,2052,1442,48376,2052,1442,1,1,1,3
mdl/fx/ring_dmg_geo.rmdl,10632,512,315,10632,512,315,1,1,1,1
mdl/robotics_r5/tick_loot/tick_loot_pcs_body_01.rmdl,36972,1212,1485,36972,1212,1485,1,1,1,1
mdl/robotics_r5/tick_loot/tick_loot_pcs_panel_01.rmdl,11776,456,452,11776,456,452,1,1,1,1
mdl/robotics_r5/tick_loot/tick_loot_pcs_leg_01.rmdl,24272,1032,904,24272,1032,904,1,1,1,1
mdl/weapons_r5/misc_crypto_drone/crypto_puzzle_led_w.rmdl,16624,344,455,16344,340,447,1,1,2,3
mdl/fx/wat_rock_pc_1.rmdl,2448,108,90,2448,108,90,1,1,1,1
mdl/rocks/rock_small_02.rmdl,5648,178,229,5648,178,229,1,1,1,1
mdl/rubble/concrete_chunk_med_01_body.rmdl,17356,526,710,17356,526,710,1,1,1,1
mdl/backwater/rock_set_backwater_02.rmdl,2696,136,94,2696,136,94,1,1,1,1
mdl/rocks/fract_chunk_small_03.rmdl,13952,472,556,13952,472,556,1,1,1,1
mdl/gibs/wood_gib01_lg.rmdl,14448,264,536,14448,264,536,1,1,1,1
mdl/gibs/human_gibs/gib_small_01.rmdl,3752,172,136,1800,80,66,1,1,4,1
mdl/fx/ar_marker_big_arrow_down.rmdl,11400,360,385,11400,360,385,1,1,1,1
mdl/fx/shield_edge_charged_fx.rmdl,1416,56,45,1416,56,45,1,1,1,1
mdl/fx/frag_grenade_glow_fx.rmdl,8720,280,220,8720,280,220,1,1,1,1
mdl/fx/drone_frag_hex_glow_fx.rmdl,80268,3394,1872,80268,3394,1872,1,1,1,1
mdl/fx/shield_edge_fx.rmdl,1416,56,45,1416,56,45,1,1,1,1
mdl/vehicle/dropship/dropship_afterburner.rmdl,2040,52,72,2040,52,72,1,1,1,1
mdl/fx/lifeline_drone_eye_red.rmdl,3400,160,122,3400,160,122,1,1,1,1
